bench,CRuby 3.4.7 (ms),CRuby 3.4.7 RSD,CRuby 4.1.0dev (ms),CRuby 4.1.0dev RSD,YJIT 3.4.7 (ms),YJIT 3.4.7 RSD,YJIT 4.1.0dev (ms),YJIT 4.1.0dev RSD,CRuby 4.1.0dev spd,CRuby 4.1.0dev spd RSD,YJIT 3.4.7 spd,YJIT 3.4.7 spd RSD,YJIT 4.1.0dev spd,YJIT 4.1.0dev spd RSD,% in YJIT
activerecord,242.91444823527,0.0652933238737167,230.2510095236184,0.24728312099257635,119.78322413918463,0.07517033170383589,107.71140801736144,0.3462839859686502,1.054998406903196,0.2557580107646821,2.027950491239161,0.09956805165786252,2.2552341734880663,0.3523858922840334,99.94527141952976
chunky-png,708.8629502895856,0.11587525689435718,717.6446686215894,0.06469399434661348,305.37960353060544,0.08964111205208351,313.08769200000313,0.08731179657968423,0.9877631386172334,0.13271167267747375,2.3212517866097193,0.14650120863073948,2.2641035352152343,0.14508764586382064,99.9973575496446
erubi-rails,940.2984831110896,0.08091202709387049,893.7705172855723,3.369242212018966,633.5433826003282,0.13207235888836946,561.0070612008712,0.19369387648915418,1.05205806739612,3.370213619250105,1.4841895739668365,0.15488661695181252,1.67609028146334,0.20991444428108075,99.61318615190143
hexapdf,2083.2937573006348,0.6783524919482299,1956.0445254547549,0.5498097335059172,1274.2068889983784,2.996020809281527,1149.5464562998677,4.3635225788047345,1.0650543636353553,0.8731854593327931,1.634972919459146,3.071856571030019,1.8122745243426615,4.415936072801676,98.45276801891869
liquid-c,44.79928704211051,0.2989321783366899,44.37734743963587,0.5823722464085862,34.01041111666619,0.5696090269165685,33.944821500587814,0.48107681386324036,1.0095079951105366,0.6546127715161855,1.3172227436015151,0.6432844555793017,1.319767936954234,0.566387983701919,99.79516999599359
liquid-compile,45.02345608899082,0.21292501348428114,37.578893409755516,2.1752264016669534,35.48082230857746,4.079135453043097,28.22971012912419,0.8984994134758801,1.1981048935651386,2.185622785358041,1.2689518776487443,4.084688862770382,1.59489615313268,0.9233841331665722,99.9440081762484
liquid-render,122.09989595030643,0.12450360456068099,120.09847675914472,0.17826693699312654,52.531718628765354,0.20222131098208715,50.91094768093691,0.11463876236538659,1.016664817449563,0.21744021793015608,2.324308039742048,0.23747548539568547,2.3983033416607467,0.1692430009934532,99.90855086536294
lobsters,848.917171290234,0.6408583345391292,826.9391803547742,0.4073032339346638,597.1268066008633,1.1581023713555259,578.1830986994464,0.6520971379050726,1.0265775179814685,0.759338744778575,1.4216698394813057,1.3235937849232893,1.4682497174334073,0.9142921208302376,99.50241278954444
mail,107.60072771897843,0.2638615255396665,104.69691930605062,2.4004002006373892,73.9109884858764,0.34438615409464035,72.53280300564184,0.2116138154841426,1.0277353759038448,2.4148590078677756,1.4558150272816306,0.4338487383780405,1.48347676168821,0.3382355858922547,99.88359560148972
psych-load,2055.7769447998,0.1038115530317013,1964.050514636173,1.1353746247357435,1160.6674231999932,0.05088761764786306,1146.311550199971,1.9434928099311413,1.0467026838057771,1.1401106863093091,1.7712024165647418,0.11561309689100469,1.7933841322990902,1.9462633790925876,99.99779904841942
railsbench,2000.9898773005261,0.6493652635188492,1937.2789520001045,2.192752050930932,1184.7586937003143,1.0044874496167473,1099.45550489997,0.2683456062425835,1.0328868102524134,2.286883644247497,1.6889429788026338,1.1961063004191816,1.8199825899117026,0.7026269350477563,99.70297637669742
rubocop,139.96992399036435,0.560624927515085,135.6364946214709,0.49878432695851516,86.93977786675768,0.841261907396828,86.68796946598684,0.6592148424142351,1.0319488451908687,0.7503906410468838,1.6099641317795832,1.0109509909922654,1.614640703347924,0.8653695845189611,99.619555716375
ruby-lsp,133.3606923136854,0.13188206829545882,130.89664365177458,0.2199492181513874,91.51156854709436,1.0666294601565223,91.2913808732138,0.15407510451969586,1.0188243838280984,0.25645767390213664,1.457309654189288,1.074751731895177,1.4608245711487025,0.2028102999619183,99.68530084762236
sequel,45.463227725195715,0.48681994060235834,43.93894280680051,0.3533699649988873,38.85480533510387,0.4137438183232135,35.41976934251547,0.6520877349105512,1.0346909784583913,0.6015513167896805,1.170079925329632,0.6388877849581692,1.2835551605533682,0.8137641357229114,99.38001173591931
addressable-equality,589.6402899778205,0.06187651393072035,603.1229875999998,0.8562258155395099,389.3624361476719,0.06682386646613207,393.8198821111251,0.0755671263945449,0.9776451936016719,0.8584587061545347,1.5143738461565155,0.09107212584376231,1.4972334225914992,0.09766828332548778,99.92114255304193
addressable-getters,149.04843222840438,0.1077537424566898,142.77320790275658,0.21221775665803336,104.75764410973328,0.18829075875559426,97.7761574008529,0.12002497541083575,1.043952394274995,0.23800681766367723,1.422792899697865,0.21694303133813733,1.5243842281237392,0.16129743871430308,99.85055154367029
