bench,CRuby 3.4.7 (ms),CRuby 3.4.7 RSD,CRuby 4.0.0dev (ms),CRuby 4.0.0dev RSD,YJIT 3.4.7 (ms),YJIT 3.4.7 RSD,YJIT 4.0.0dev (ms),YJIT 4.0.0dev RSD,CRuby 4.0.0dev spd,CRuby 4.0.0dev spd RSD,YJIT 3.4.7 spd,YJIT 3.4.7 spd RSD,YJIT 4.0.0dev spd,YJIT 4.0.0dev spd RSD,% in YJIT
activerecord,273.5819773143313,0.054187559767558666,255.993798026592,0.36712356025985293,122.87875220616903,0.12121650786465359,112.81343749999975,0.1625555360948438,1.0687054898334385,0.371101064578684,2.226438439538421,0.13277700633944256,2.425083246969865,0.171349333084914,99.946989194422
chunky-png,707.4424673158941,0.044607315603610996,706.4875659740976,0.17395440162454498,305.1819321020846,0.08924459710425005,325.1039258604663,0.10133618034142432,1.0013516180436663,0.1795827008648485,2.318100755320114,0.09977179319657471,2.1760502136154654,0.11071961909051994,99.99741407428407
erubi-rails,965.1248984444936,0.104680496728743,912.5375768214781,2.948242033269684,612.2581962998083,0.20720684022376815,581.4137384993955,0.0993910791689481,1.0576275683968939,2.950099844604168,1.576336428450024,0.23214797227392392,1.6599623203528704,0.14434885871992367,99.61206192267008
hexapdf,2087.0491928002593,0.504835897980034,1952.958807181858,0.8546205073058933,1255.7006309998542,3.3448027362172827,1169.6447998998337,3.469437238549716,1.0686601197758467,0.9925902958406806,1.6620595238042066,3.3826860079079064,1.784344437712193,3.505974049550965,97.69296989718255
liquid-c,44.78195895490331,0.40021620761628035,47.759796913339045,2.6762559673266906,34.08632760796419,0.8458112929279944,38.59154563648983,5.2255296260383535,0.9376496938661806,2.7060153391084976,1.313780688549156,0.935718844569929,1.1604085355047349,5.240833224349282,99.79375050688124
liquid-compile,45.4611040228904,2.5263179718123103,39.172537667548156,1.4361206205696784,37.42107156721856,0.37664113658553666,30.7078550064913,5.823065225608783,1.1605350771173528,2.9059808897388337,1.2148530792665766,2.5542398165540976,1.4804389304717125,6.347469662503015,99.94978202707522
liquid-render,121.45688131408673,0.289195018967998,122.85978025833136,2.180455984569245,52.539868128836204,0.5939674269557844,58.558933791327064,5.319561974808828,0.988581300232714,2.199550422163524,2.311708910579199,0.6606292933865223,2.0740965289240845,5.327417138053665,99.91404688674268
lobsters,866.4419888998964,0.7500920911875402,841.7367991612757,0.3870131415056408,604.5414569998684,1.2497883961496992,592.2662043001765,0.7494139750341061,1.0293502550479408,0.8440481721798598,1.4332217896184496,1.4576039175347102,1.4629266073415195,1.060311016277072,98.93476311909866
mail,106.11265169782789,0.31301438689947053,112.02007489732456,4.100434661954077,73.85301328527714,0.35925419870350844,82.58940010541853,6.115107768636468,0.947264602305334,4.112364578118104,1.436808695779808,0.4764888096190207,1.2848216788399465,6.123113671037321,99.88058210511248
psych-load,2039.3620849004947,0.07489848137169405,1958.088586181971,0.07293543035567404,1144.9334317003377,0.05531219340847047,1136.8385316999593,0.06678839519319764,1.0415065484228152,0.10454357710042918,1.7812058137492268,0.09310865293538537,1.7938889543539278,0.10035174260703572,99.99790662458715
railsbench,2042.7442043997871,0.05031794946375647,2055.580278599996,1.9228457769396576,1208.762221500001,0.05203134216806789,1200.8893948004697,0.2512049742049,0.9937554984673471,1.9235040363703197,1.6899470946939958,0.07238201852703273,1.7010261005254304,0.2561949162327809,99.72135962476736
rubocop,138.97713294759495,0.5660950385357928,135.31069658613063,0.6427073259520464,86.02597282206067,0.7754935485354871,87.53353984415615,0.8588437091322207,1.0270964266238218,0.8564673370813803,1.615525269735228,0.960132197395235,1.5877015049891559,1.0286282658817183,99.62364560746344
