bench,CRuby 3.4.7 mem (MiB),CRuby 4.0.0dev mem (MiB),YJIT 3.4.7 mem (MiB),YJIT 4.0.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,60.12109375,73.21875,71.88671875,76.3828125,2,2
chunky-png,45.140625,67.0234375,46.42578125,66.12109375,1,1
erubi-rails,94.078125,97.4765625,100.28515625,105.1796875,2,2
hexapdf,122.58984375,270.28515625,169.05859375,218.55078125,2,2
liquid-c,31.89453125,42.6640625,35.9296875,37.921875,1,1
liquid-compile,29.140625,34.88671875,32.93359375,39.24609375,1,1
liquid-render,30.33203125,30.7890625,34.0,36.3984375,1,1
lobsters,283.15625,291.44140625,331.796875,341.2890625,9,7
mail,50.76171875,52.06640625,54.23046875,55.55078125,1,1
psych-load,30.6484375,29.40625,33.28125,32.11328125,1,1
railsbench,101.6875,111.4140625,121.20703125,142.02734375,4,3
rubocop,84.2421875,89.17578125,125.8984375,130.99609375,6,5
ruby-lsp,69.26953125,73.6328125,79.26953125,82.7109375,1,1
sequel,31.33203125,32.9765625,35.671875,36.98828125,1,1
shipit,173.875,169.4453125,225.109375,210.48046875,8,7
addressable-equality,27.3671875,28.3046875,29.734375,30.390625,1,1
addressable-getters,24.2421875,24.6953125,26.88671875,26.99609375,1,1
addressable-join,23.3359375,25.14453125,27.49609375,27.68359375,1,1
addressable-merge,24.30859375,25.09765625,26.58984375,27.2578125,1,1
addressable-new,24.3671875,25.12890625,26.171875,27.53515625,1,1
addressable-normalize,27.07421875,28.29296875,29.7265625,30.37890625,1,1
addressable-parse,24.7265625,24.6015625,26.953125,27.0625,1,1
addressable-setters,23.69921875,24.8203125,26.32421875,27.6015625,1,1
addressable-to-s,24.5625,24.6875,26.66796875,27.0078125,1,1
binarytrees,16.88671875,22.52734375,17.4375,19.765625,1,1
blurhash,14.4296875,15.58984375,15.28515625,16.5078125,1,1
erubi,23.1875,32.0703125,25.46875,31.9453125,1,1
etanni,19.94140625,19.76953125,19.8828125,20.52734375,1,1
fannkuchredux,13.13671875,14.2890625,13.828125,15.015625,1,1
fluentd,206.9453125,173.06640625,213.17578125,179.859375,1,1
graphql,26.640625,26.8046875,30.34765625,30.74609375,1,1
graphql-native,28.28515625,26.63671875,31.39453125,32.4453125,1,1
knucleotide,13.92578125,15.140625,14.484375,15.7578125,1,1
lee,24.01171875,34.15234375,26.5390625,34.95703125,1,1
matmul,20.8046875,22.80859375,22.09375,23.33984375,1,1
nbody,13.15234375,14.3046875,13.921875,14.95703125,1,1
nqueens,13.51171875,14.59765625,14.9296875,16.1015625,1,1
optcarrot,47.46875,47.078125,49.9453125,50.92578125,1,1
protoboeuf,30.91015625,28.38671875,27.3515625,29.32421875,1,1
protoboeuf-encode,77.1875,88.4140625,80.77734375,84.875,1,1
rack,25.35546875,26.48828125,28.22265625,29.1796875,1,1
ruby-json,13.921875,15.2265625,14.4921875,15.84765625,1,1
rubyboy,44.30078125,30.8359375,68.0,38.703125,1,1
rubykon,17.53125,23.28125,18.91796875,23.6875,1,1
sudoku,13.56640625,14.58984375,14.27734375,15.484375,1,1
tinygql,23.453125,24.21875,24.6953125,26.6484375,1,1
30k_ifelse,110.0234375,114.15625,120.30078125,124.4921875,6,5
30k_methods,52.4453125,54.58984375,55.62890625,57.83203125,3,2
attr_accessor,13.1328125,14.28515625,13.60546875,14.84375,1,1
cfunc_itself,13.12890625,14.28125,13.609375,14.82421875,1,1
fib,13.12890625,14.28125,13.61328125,14.828125,1,1
getivar,13.1328125,14.28125,13.6328125,14.84765625,1,1
getivar-module,13.1328125,14.2890625,13.63671875,14.84765625,1,1
keyword_args,13.12890625,14.27734375,13.609375,14.8203125,1,1
loops-times,15.26953125,16.6484375,18.5625,22.90234375,1,1
object-new,13.12890625,14.28125,13.60546875,14.80859375,1,1
respond_to,13.1328125,14.28515625,13.640625,14.87109375,1,1
ruby-xor,14.3203125,15.34375,14.796875,15.89453125,1,1
send_bmethod,13.1328125,14.27734375,13.66796875,14.88671875,1,1
send_cfunc_block,13.140625,14.29296875,13.640625,14.84765625,1,1
send_rubyfunc_block,13.13671875,14.28515625,13.6796875,14.88671875,1,1
setivar,13.12890625,14.28125,13.66015625,14.87890625,1,1
setivar_object,13.1328125,14.28125,13.6796875,14.89453125,1,1
setivar_young,13.1328125,14.28125,13.67578125,14.89453125,1,1
str_concat,39.5,40.6953125,40.125,41.29296875,1,1
structaref,13.12890625,14.28515625,13.61328125,14.8515625,1,1
structaset,13.1328125,14.28125,13.6171875,14.828125,1,1
throw,13.1328125,14.28515625,13.6171875,14.828125,1,1
