bench,CRuby 3.4.7 (ms),CRuby 3.4.7 RSD,CRuby 4.1.0dev (ms),CRuby 4.1.0dev RSD,YJIT 3.4.7 (ms),YJIT 3.4.7 RSD,YJIT 4.1.0dev (ms),YJIT 4.1.0dev RSD,CRuby 4.1.0dev spd,CRuby 4.1.0dev spd RSD,YJIT 3.4.7 spd,YJIT 3.4.7 spd RSD,YJIT 4.1.0dev spd,YJIT 4.1.0dev spd RSD,% in YJIT
activerecord,314.0629656373966,0.07190564512285579,305.15864111711903,0.0581324036361753,124.51790321984174,0.09029109790796264,104.01318473937614,2.074550034283587,1.0291793294388807,0.09246511857480787,2.5222314022016965,0.11542488536688857,3.0194534127989465,2.075795815234862,99.93552523124319
chunky-png,828.0360375624127,0.13798863154746757,844.8339617738853,0.1130111239326693,357.9134334998825,0.15244312825213335,390.5443345184149,0.31995935091200445,0.9801168928197415,0.17836024380132445,2.3135092457005655,0.20562045080107946,2.1202100872452143,0.3484463354268114,99.9973623190214
erubi-rails,1526.7580398667633,0.10964806096851391,1457.3694180000984,0.12398076637969024,697.4220030999277,0.10943293390528532,593.6236468998686,0.12459402343746467,1.047612239566468,0.16551111052207423,2.1891452134870586,0.15491373179054685,2.5719292818607915,0.165970985266975,99.61308408289764
hexapdf,2717.7942201989936,0.546863290331309,2730.372779600657,0.4724047171743514,1419.808118999208,2.7060146683108237,1347.1969438003725,3.8918169735519195,0.9953930981528819,0.7226518353402035,1.914198252447456,2.760719986421173,2.0173696449549814,3.930050739359329,97.52519196725073
liquid-c,70.21240150834382,0.4080761857771229,67.76932718946215,4.6696895344197245,44.72645036126308,0.5738888583905309,42.05860189847292,8.54086342059595,1.0360498535281542,4.687486162248109,1.5698183276612923,0.704183637400921,1.6693945670812493,8.550606653487948,99.7875720319565
liquid-compile,70.49352557502523,1.6365356171290402,60.805828588071876,6.132234326852816,50.51461323386434,0.20188361155713824,36.74691775030171,9.294748881922022,1.159321848117267,6.346853288485874,1.3955075781470556,1.6489408172361077,1.9183520657170339,9.437722479715251,99.9473351234031
liquid-render,168.75414768793428,0.14225834695281103,170.93462647959282,1.7146021951212473,62.34769462089177,0.5049559329533964,59.16114012969966,5.6419852190315245,0.9872437853197704,1.7204935701107247,2.7066621903833363,0.5246121724689404,2.8524492144332,5.643778401837545,99.90364442606143
lobsters,1229.0856899499886,0.5571909327525552,1194.6805887000664,1.4738891610233757,727.5927515001968,0.9980916494108112,694.1693601995212,0.7111129067506674,1.0287985772727406,1.575693813697272,1.6892494976286967,1.1430873440666096,1.7705847598872981,0.9034064985869018,99.5156803765434
mail,150.67798135555444,0.27431602169076263,147.03152766813574,2.272921817066091,97.91509277563345,0.42844148708149904,88.92951702465926,3.5732837844907186,1.0248004883391342,2.2894153983607404,1.5388636938824536,0.5087350858834618,1.694352858272838,3.5837977460036106,99.87436268540871
psych-load,2402.6338879999457,0.02663961524270735,2382.4195252003847,1.030395338058828,1441.341490799823,0.09247543428636719,1339.2589137998584,1.958107020528886,1.008484804034613,1.030739647919709,1.6669428468798788,0.09623603819116673,1.7940025362108587,1.9582882251968914,99.99779345748163
