bench,CRuby 3.4.7 (ms),CRuby 3.4.7 RSD,CRuby 4.0.0dev (ms),CRuby 4.0.0dev RSD,YJIT 3.4.7 (ms),YJIT 3.4.7 RSD,YJIT 4.0.0dev (ms),YJIT 4.0.0dev RSD,CRuby 4.0.0dev spd,CRuby 4.0.0dev spd RSD,YJIT 3.4.7 spd,YJIT 3.4.7 spd RSD,YJIT 4.0.0dev spd,YJIT 4.0.0dev spd RSD,% in YJIT
activerecord,321.48786534836813,0.0653014592606758,291.158377333142,0.3044717342060651,124.37701589019596,0.08089082188025806,104.75233349999621,1.127031446033775,1.1041683508921443,0.31139575705526634,2.584785163459686,0.10395963469557469,3.069028198291924,1.128921680600809,99.93583155736624
chunky-png,837.7543460323537,0.09683386102624529,805.897807333057,0.15720804060695642,363.2051276060724,0.17772415048458598,388.7990583700432,0.21945697311082155,1.0395292534728677,0.1846379285865411,2.3065597987398774,0.2023923672145715,2.1547231866878986,0.2398711314189643,99.99734851733542
erubi-rails,1548.9856406666452,0.027595257836671376,1511.1424749329065,0.06258405322998618,698.3599104001769,0.1052111007925173,637.7142056999219,0.08092073501326268,1.0250427516673561,0.06839782141096394,2.218033448940446,0.108769821113421,2.4289652430849635,0.0854965707508731,99.61207211226908
hexapdf,2759.007053800269,0.7748898109507711,2645.77548979978,1.3719604352731836,1437.586980000924,1.5006064774004166,1329.8344655999244,2.02820293702361,1.0427971173053152,1.57566800280716,1.9191931286122914,1.6888676736593098,2.074699615004794,2.171188930716652,98.35410534994274
liquid-c,70.65387531674787,0.565749461518713,70.01380048349485,0.6235439940625065,44.210311210182304,0.7914563453723008,44.860932680279944,1.254105173499826,1.009142123821773,0.8419498593978959,1.5981311459412486,0.9728697753753028,1.5749533301122391,1.3758096668535742,99.7868380090157
liquid-compile,71.12673514868386,0.40341830975441056,62.82295554875434,1.8885145762060869,47.24523225166643,3.1895060401301274,39.30422306639024,2.243230747286257,1.1321774744183326,1.931122377579412,1.5054796380258049,3.214917590339085,1.8096461295912405,2.279217084486593,99.95019730122765
liquid-render,170.96164032755146,0.15716172116418753,168.19958106320516,0.2858532755399236,62.1815136133945,0.36792615857869804,63.54498102137226,0.25074074682453223,1.0164213207124957,0.32620837165252725,2.749396571310298,0.40008682153473524,2.6904035154255763,0.2959235183580616,99.90881927777932
lobsters,1238.9652056843165,0.6228879305717885,1218.8321343006464,0.43148965964167235,723.2017525997435,1.1701471970186639,708.8833045003412,0.6770379121016014,1.0165183299792324,0.7577418428658216,1.7131667632586929,1.3256069691815298,1.747770328090327,0.9199835370673222,99.50289268514899
mail,150.38024770773262,0.14529099841774576,148.7423452091968,1.8122798836386,98.707019833224,0.1721876201849531,96.64978128383133,1.0257576725319653,1.011011675903269,1.8180945659844987,1.523501043409233,0.2252954743579708,1.5559295190344102,1.0359962726667602,99.87247082678299
psych-load,2427.1513259998756,0.07673342333893184,2344.3642266993265,1.5018171543111674,1415.3836208002758,0.03110153878103177,1456.5598337001575,2.586265723890907,1.0353132411583956,1.5037761745820435,1.714836380985908,0.08279688382940358,1.6663588201756776,2.587403797792348,99.99782690414712
railsbench,3108.841861800829,0.2856671777964497,3076.3683676002074,0.475588731477754,1622.3090397001215,0.029397766267928168,1439.2020832998242,0.29076314201734627,1.010555788618368,0.5547885885441477,1.9163068106773837,0.2871758435727701,2.160114898300334,0.40761371569905236,99.71352672180676
rubocop,187.41722039873756,0.632900278322706,182.1609505759855,0.7108324437281484,94.59950579763643,1.0339994035789846,93.21762165729758,1.1597787304336606,1.028855085604966,0.9517591740337941,1.9811648995255131,1.2123190705844127,2.010534243061387,1.3212302849493243,99.57733479289536
ruby-lsp,205.12360073047577,0.6070464030077865,197.1447727550321,0.15650292834771584,105.78238319396075,0.8668073847220671,101.65602988486228,0.1065903375283848,1.0404719225569221,0.6268959259606831,1.9391092782846902,1.0582345569926366,2.017820300112084,0.6163333801272709,99.81343724404287
sequel,69.13137172265624,0.355412505888773,68.17598038531813,0.25869836611040864,46.40177384588385,0.35280392946956834,46.06147427411121,0.6700737256539736,1.0140136061401452,0.4395940103895094,1.4898432967727733,0.5007880409827148,1.5008501749478615,0.7584964384583053,99.2271190814892
shipit,2218.756938899969,1.4376743667421057,2180.801696200433,1.275767692550384,996.3352888000372,4.55759410439585,935.0973632990645,4.034964880996355,1.0174042613620784,1.922105821785743,2.2269179500529264,4.778971814649164,2.3727549942736417,4.283438942679264,99.70504897380957
addressable-equality,962.8357548516996,0.038333452020264745,968.6091270769583,0.09141231146820145,491.4853160908851,0.0675081060791713,506.7832989992894,0.11961904672700986,0.9940395232051121,0.09912448855731572,1.9590325963546238,0.07763245410385133,1.8998963792866617,0.12561118534457236,99.92135683935211
addressable-getters,178.596187656633,0.08604579997270165,173.1301902248469,0.14615142247307603,128.7116010601002,0.11777529964657885,123.81910310942128,0.13712886156260648,1.0315716018372494,0.16959987613157543,1.3875686898901973,0.14585918174658605,1.4423960695209057,0.1618894819511097,99.8156883906114
