bench,CRuby 3.4.7 mem (MiB),CRuby 4.1.0dev mem (MiB),YJIT 3.4.7 mem (MiB),YJIT 4.1.0dev mem (MiB),Inline Code,Outlined Code,YJIT Mem overhead
activerecord,58.03125,66.53515625,68.125,79.1875,3,3
chunky-png,45.0625,64.22265625,54.06640625,61.25390625,1,1
erubi-rails,95.25,98.25390625,100.61328125,109.1328125,3,2
hexapdf,107.0859375,272.90625,192.375,275.4375,3,2
liquid-c,31.00390625,32.5078125,35.48046875,38.58203125,2,1
liquid-compile,27.61328125,34.6875,31.8203125,39.01953125,1,1
liquid-render,29.6796875,30.578125,35.62109375,35.0390625,2,1
lobsters,295.6640625,304.49609375,346.58203125,357.75,16,12
mail,49.8984375,49.45703125,53.96484375,52.95703125,2,2
psych-load,29.4765625,27.390625,32.31640625,30.03125,1,1
railsbench,100.34375,112.41796875,125.2421875,147.390625,6,5
rubocop,83.41796875,89.0,129.109375,135.296875,11,8
ruby-lsp,74.453125,75.953125,81.16015625,86.171875,2,2
sequel,30.34765625,33.30859375,36.0546875,38.140625,1,1
shipit,171.99609375,156.09765625,224.22265625,224.8984375,13,9
addressable-equality,26.26953125,28.0390625,28.7890625,30.73046875,1,1
addressable-getters,23.71875,23.8046875,26.01953125,26.33984375,1,1
addressable-join,22.65625,24.359375,25.15234375,26.6328125,1,1
addressable-merge,23.51171875,24.0,25.69140625,26.78515625,1,1
addressable-new,23.53125,24.48828125,25.78125,27.03125,1,1
addressable-normalize,26.34765625,28.703125,28.8515625,30.234375,1,1
addressable-parse,23.5390625,23.73046875,25.9921875,26.4296875,1,1
addressable-setters,22.92578125,24.109375,25.17578125,26.69140625,1,1
addressable-to-s,23.44921875,23.7734375,26.203125,26.3359375,1,1
binarytrees,16.19921875,17.96875,16.69921875,18.59765625,1,1
blurhash,13.74609375,15.70703125,14.4453125,16.5546875,1,1
erubi,22.9296875,38.77734375,25.01953125,36.44140625,1,1
etanni,18.80078125,19.19921875,19.62109375,17.66796875,1,1
fannkuchredux,12.44921875,14.3515625,13.0546875,15.015625,1,1
fluentd,256.94921875,232.83203125,211.91015625,216.84765625,1,1
graphql,26.1484375,25.953125,32.796875,29.74609375,1,1
graphql-native,27.26953125,28.66796875,32.16796875,32.453125,1,1
knucleotide,13.2890625,14.6484375,13.78125,15.30859375,1,1
lee,23.28125,34.08203125,31.39453125,34.578125,1,1
matmul,20.1171875,17.73046875,21.33984375,18.28125,1,1
nbody,12.53125,14.30078125,13.16796875,14.99609375,1,1
nqueens,13.078125,14.77734375,14.19140625,15.953125,1,1
optcarrot,47.28515625,53.65234375,49.44140625,51.72265625,1,1
protoboeuf,28.53515625,26.22265625,30.01171875,27.79296875,1,1
protoboeuf-encode,64.046875,70.765625,65.2265625,90.05859375,1,1
rack,24.71875,26.01953125,26.9765625,28.73046875,1,1
ruby-json,13.40625,14.76953125,13.9765625,15.42578125,1,1
rubyboy,42.98046875,29.7421875,67.37109375,49.859375,2,1
rubykon,18.5546875,19.9453125,20.078125,23.1015625,1,1
sudoku,12.8203125,14.34375,13.53125,15.23828125,1,1
tinygql,20.9296875,23.08203125,24.05859375,26.13671875,1,1
30k_ifelse,109.33984375,98.34765625,124.80078125,113.87109375,11,10
30k_methods,51.76171875,50.38671875,55.83203125,54.6015625,4,3
attr_accessor,12.4453125,14.34765625,12.8671875,14.78515625,1,1
cfunc_itself,12.44140625,14.21484375,12.8671875,14.76171875,1,1
fib,12.44140625,14.34375,12.86328125,14.7578125,1,1
getivar,12.44921875,14.2109375,12.87890625,14.78125,1,1
getivar-module,12.44921875,14.34765625,12.8828125,14.78515625,1,1
keyword_args,12.4453125,14.33984375,12.86328125,14.76171875,1,1
loops-times,14.96484375,17.1640625,17.74609375,23.65625,1,1
object-new,12.4453125,14.2109375,12.84765625,14.75390625,1,1
respond_to,12.44921875,14.3515625,12.875,14.79296875,1,1
ruby-xor,13.6328125,15.2109375,14.05859375,15.7734375,1,1
send_bmethod,12.44140625,14.33984375,12.91015625,14.796875,1,1
send_cfunc_block,12.45703125,14.3515625,12.89453125,14.796875,1,1
send_rubyfunc_block,12.44921875,14.21484375,12.9296875,14.82421875,1,1
setivar,12.4453125,14.2109375,12.91796875,14.8046875,1,1
setivar_object,12.44140625,14.2109375,12.93359375,14.83203125,1,1
setivar_young,12.4453125,14.21484375,12.9296875,14.82421875,1,1
str_concat,38.8125,40.51953125,39.2734375,41.13671875,1,1
structaref,12.4453125,14.34375,12.8671875,14.78125,1,1
structaset,12.4453125,14.33984375,12.87109375,14.7578125,1,1
throw,12.4453125,14.2109375,12.87109375,14.76953125,1,1
